frame_id,t_capture_ns,t_estimate_ns,t_control_ns,t_actuate_ns,cap_to_est_ms,est_to_ctrl_ms,ctrl_to_act_ms,total_ms
602,1196383032249,1196385420899,1196385421714,1196385435380,2.38865,0.000815,0.013666,2.40313
603,1196416303015,1196418678389,1196418679593,1196418692462,2.37537,0.001204,0.012869,2.38945
604,1196449695588,1196452089016,1196452090387,1196452103886,2.39343,0.001371,0.013499,2.4083
605,1196482952689,1196485417020,1196485417890,1196485430556,2.46433,0.00087,0.012666,2.47787
606,1196516328208,1196518699804,1196518701008,1196518716395,2.3716,0.001204,0.015387,2.38819
607,1196549622028,1196551970811,1196551971867,1196551984496,2.34878,0.001056,0.012629,2.36247
608,1196582970901,1196585350904,1196585351941,1196585368032,2.38,0.001037,0.016091,2.39713
609,1196616255500,1196618620337,1196618621356,1196618634947,2.36484,0.001019,0.013591,2.37945
610,1196650748756,1196653209032,1196653210735,1196653229660,2.46028,0.001703,0.018925,2.4809
611,1196682979872,1196685432055,1196685433592,1196685454443,2.45218,0.001537,0.020851,2.47457
612,1196716230066,1196718573220,1196718574590,1196718591681,2.34315,0.00137,0.017091,2.36162
613,1196749617751,1196751986643,1196751988254,1196752013956,2.36889,0.001611,0.025702,2.39621
614,1196782872148,1196785284445,1196785285649,1196785298055,2.4123,0.001204,0.012406,2.42591
615,1196816250498,1196818602817,1196818603872,1196818617260,2.35232,0.001055,0.013388,2.36676
616,1196849655697,1196852046421,1196852047791,1196852059753,2.39072,0.00137,0.011962,2.40406
617,1196882920850,1196885298556,1196885300223,1196885318203,2.37771,0.001667,0.01798,2.39735
618,1196916174504,1196918545877,1196918546988,1196918559876,2.37137,0.001111,0.012888,2.38537
619,1196951699446,1196955152504,1196955154171,1196955173095,3.45306,0.001667,0.018924,3.47365
620,1196982894427,1196985245542,1196985246746,1196985261467,2.35112,0.001204,0.014721,2.36704
621,1197016156099,1197018507974,1197018509603,1197018526324,2.35188,0.001629,0.016721,2.37023
622,1197049552428,1197051991445,1197051992704,1197052013462,2.43902,0.001259,0.020758,2.46103
623,1197082804397,1197085199343,1197085200472,1197085214175,2.39495,0.001129,0.013703,2.40978
624,1197116165525,1197118530288,1197118531158,1197118546157,2.36476,0.00087,0.014999,2.38063
625,1197149501673,1197151887731,1197151888712,1197151900100,2.38606,0.000981,0.011388,2.39843
626,1197182774344,1197185165291,1197185166198,1197185178716,2.39095,0.000907,0.012518,2.40437
627,1197216163137,1197218521123,1197218522086,1197218535085,2.35799,0.000963,0.012999,2.37195
628,1197249415587,1197251768962,1197251769833,1197251781147,2.35338,0.000871,0.011314,2.36556
629,1197282806362,1197285164329,1197285165218,1197285183827,2.35797,0.000889,0.018609,2.37746
630,1197316077107,1197318439018,1197318439815,1197318452073,2.36191,0.000797,0.012258,2.37497
631,1197349467307,1197351860994,1197351861883,1197351873067,2.39369,0.000889,0.011184,2.40576
632,1197382724294,1197385088150,1197385088983,1197385100149,2.36386,0.000833,0.011166,2.37586
633,1197416080941,1197418418817,1197418420132,1197418431964,2.33788,0.001315,0.011832,2.35102
634,1197449388906,1197451748299,1197451749484,1197451762391,2.35939,0.001185,0.012907,2.37349
635,1197482749145,1197485127370,1197485128222,1197485139795,2.37823,0.000852,0.011573,2.39065
636,1197515999077,1197518378117,1197518378932,1197518393560,2.37904,0.000815,0.014628,2.39448
637,1197549382556,1197551724820,1197551725690,1197551737690,2.34226,0.00087,0.012,2.35513
638,1197582647227,1197585003009,1197585003991,1197585014935,2.35578,0.000982,0.010944,2.36771
639,1197615998856,1197618353490,1197618354694,1197618366119,2.35463,0.001204,0.011425,2.36726
640,1197650461630,1197652929349,1197652930849,1197652950015,2.46772,0.0015,0.019166,2.48839
641,1197682723353,1197685206774,1197685207922,1197685228662,2.48342,0.001148,0.02074,2.50531
642,1197715958304,1197718362805,1197718364009,1197718376564,2.4045,0.001204,0.012555,2.41826
643,1197749315710,1197751669530,1197751670696,1197751685047,2.35382,0.001166,0.014351,2.36934
644,1197782608917,1197785004141,1197785005289,1197785019214,2.39522,0.001148,0.013925,2.4103
645,1197815974024,1197818322251,1197818323381,1197818338657,2.34823,0.00113,0.015276,2.36463
646,1197849287393,1197851651305,1197851652490,1197851667933,2.36391,0.001185,0.015443,2.38054
647,1197882656703,1197885014208,1197885015893,1197885038391,2.35751,0.001685,0.022498,2.38169
648,1197915902929,1197918278784,1197918279988,1197918292116,2.37586,0.001204,0.012128,2.38919
649,1197950730435,1197954124349,1197954126608,1197954153032,3.39391,0.002259,0.026424,3.4226
650,1197982649252,1197985043661,1197985044809,1197985059845,2.39441,0.001148,0.015036,2.41059
651,1198015937475,1198018284591,1198018285721,1198018304220,2.34712,0.00113,0.018499,2.36674
652,1198049215884,1198051538076,1198051539206,1198051554186,2.32219,0.00113,0.01498,2.3383
653,1198082596601,1198085023267,1198085024693,1198085038618,2.42667,0.001426,0.013925,2.44202
654,1198115869603,1198118312805,1198118314138,1198118342395,2.4432,0.001333,0.028257,2.47279
655,1198149246486,1198151640654,1198151641877,1198151654987,2.39417,0.001223,0.01311,2.4085
656,1198182585946,1198184966541,1198184967764,1198184983577,2.3806,0.001223,0.015813,2.39763
657,1198215887687,1198218243728,1198218244784,1198218260671,2.35604,0.001056,0.015887,2.37298
658,1198249208593,1198251564856,1198251566097,1198251578022,2.35626,0.001241,0.011925,2.36943
659,1198282544498,1198284899743,1198284900854,1198284915649,2.35525,0.001111,0.014795,2.37115
660,1198315818111,1198318268849,1198318269830,1198318283218,2.45074,0.000981,0.013388,2.46511
661,1198349193679,1198351747522,1198351748596,1198351762391,2.55384,0.001074,0.013795,2.56871
662,1198382575748,1198384991729,1198384992933,1198385003580,2.41598,0.001204,0.010647,2.42783
663,1198415829936,1198418185274,1198418187033,1198418202569,2.35534,0.001759,0.015536,2.37263
664,1198449121399,1198451502994,1198451504068,1198451517956,2.38159,0.001074,0.013888,2.39656
665,1198482492987,1198484861694,1198484862953,1198484877323,2.36871,0.001259,0.01437,2.38434
666,1198515770877,1198518134511,1198518135733,1198518157083,2.36363,0.001222,0.02135,2.38621
667,1198549130299,1198551640922,1198551642089,1198551656440,2.51062,0.001167,0.014351,2.52614
668,1198582541143,1198584943459,1198584944792,1198584957606,2.40232,0.001333,0.012814,2.41646
669,1198615719559,1198618080081,1198618080933,1198618092544,2.36052,0.000852,0.011611,2.37298
670,1198650233438,1198652669122,1198652670566,1198652719082,2.43568,0.001444,0.048516,2.48564
671,1198682464308,1198684813220,1198684814572,1198684831608,2.34891,0.001352,0.017036,2.3673
672,1198715713571,1198718084093,1198718085241,1198718100129,2.37052,0.001148,0.014888,2.38656
673,1198749079270,1198751473846,1198751475346,1198751488308,2.39458,0.0015,0.012962,2.40904
674,1198782344069,1198784718997,1198784719942,1198784732700,2.37493,0.000945,0.012758,2.38863
675,1198815714728,1198818075047,1198818076010,1198818090064,2.36032,0.000963,0.014054,2.37534
676,1198848992653,1198851386506,1198851387506,1198851400135,2.39385,0.001,0.012629,2.40748
677,1198882416901,1198884784534,1198884786478,1198884799792,2.36763,0.001944,0.013314,2.38289
678,1198915639774,1198918002555,1198918003796,1198918017536,2.36278,0.001241,0.01374,2.37776
679,1198950962946,1198954420819,1198954422096,1198954441169,3.45787,0.001277,0.019073,3.47822
680,1198982338965,1198984725986,1198984727467,1198984743318,2.38702,0.001481,0.015851,2.40435
681,1199015675293,1199018045296,1199018046426,1199018062962,2.37,0.00113,0.016536,2.38767
682,1199048986623,1199051337128,1199051338276,1199051354275,2.35051,0.001148,0.015999,2.36765
683,1199082333136,1199084761524,1199084762783,1199084777041,2.42839,0.001259,0.014258,2.4439
684,1199115589951,1199117941566,1199117942770,1199117956843,2.35161,0.001204,0.014073,2.36689
685,1199148962665,1199151300856,1199151301911,1199151315336,2.33819,0.001055,0.013425,2.35267
686,1199182272236,1199184673255,1199184674366,1199184688162,2.40102,0.001111,0.013796,2.41593
687,1199215618545,1199217974160,1199217975086,1199217989140,2.35561,0.000926,0.014054,2.37059
688,1199248906302,1199251295582,1199251296452,1199251308988,2.38928,0.00087,0.012536,2.40269
689,1199282282128,1199284697590,1199284698609,1199284711608,2.41546,0.001019,0.012999,2.42948
690,1199315551016,1199317909649,1199317910723,1199317924537,2.35863,0.001074,0.013814,2.37352
691,1199348924508,1199351269328,1199351270457,1199351283827,2.34482,0.001129,0.01337,2.35932
692,1199382208303,1199384596268,1199384597397,1199384608193,2.38796,0.001129,0.010796,2.39989
693,1199415514948,1199417917300,1199417918689,1199417932448,2.40235,0.001389,0.013759,2.4175
694,1199448834147,1199451188985,1199451190207,1199451204928,2.35484,0.001222,0.014721,2.37078
695,1199482152310,1199484542590,1199484543923,1199484557274,2.39028,0.001333,0.013351,2.40496
696,1199515452344,1199517829421,1199517830458,1199517841550,2.37708,0.001037,0.011092,2.38921
697,1199548776822,1199551179433,1199551180415,1199551193358,2.40261,0.000982,0.012943,2.41654
698,1199582067060,1199584424879,1199584426064,1199584438600,2.35782,0.001185,0.012536,2.37154
699,1199615455681,1199617926196,1199617927214,1199617940213,2.47051,0.001018,0.012999,2.48453
700,1199649386320,1199652057821,1199652059358,1199652077856,2.6715,0.001537,0.018498,2.69154
701,1199682258347,1199684771266,1199684773395,1199684792375,2.51292,0.002129,0.01898,2.53403
702,1199715433427,1199717815688,1199717817392,1199717834316,2.38226,0.001704,0.016924,2.40089
703,1199748807141,1199751189532,1199751190995,1199751202883,2.38239,0.001463,0.011888,2.39574
704,1199782079733,1199784480382,1199784481808,1199784497399,2.40065,0.001426,0.015591,2.41767
705,1199815452353,1199817823522,1199817824615,1199817839151,2.37117,0.001093,0.014536,2.3868
706,1199848773012,1199851188105,1199851189068,1199851203363,2.41509,0.000963,0.014295,2.43035
707,1199882154168,1199884540633,1199884542059,1199884555687,2.38646,0.001426,0.013628,2.40152
708,1199915376446,1199917734357,1199917735209,1199917749097,2.35791,0.000852,0.013888,2.37265
709,1199949447480,1199953049990,1199953052397,1199953081803,3.60251,0.002407,0.029406,3.63432
710,1199982118388,1199984497650,1199984499446,1199984516723,2.37926,0.001796,0.017277,2.39833
711,1200015370590,1200017772517,1200017773887,1200017788867,2.40193,0.00137,0.01498,2.41828
712,1200048739821,1200051074807,1200051075567,1200051089843,2.33499,0.00076,0.014276,2.35002
713,1200082023705,1200084397467,1200084398282,1200084412225,2.37376,0.000815,0.013943,2.38852
714,1200115374937,1200117744625,1200117745421,1200117760050,2.36969,0.000796,0.014629,2.38511
715,1200148646137,1200150975550,1200150976643,1200150999438,2.32941,0.001093,0.022795,2.3533
716,1200182037218,1200184411758,1200184412684,1200184426960,2.37454,0.000926,0.014276,2.38974
717,1200215296308,1200217648590,1200217649609,1200217664737,2.35228,0.001019,0.015128,2.36843
718,1200248702166,1200251109759,1200251110796,1200251123758,2.40759,0.001037,0.012962,2.42159
719,1200281962460,1200284307538,1200284308464,1200284322000,2.34508,0.000926,0.013536,2.35954
720,1200315324487,1200317693601,1200317694601,1200317710044,2.36911,0.001,0.015443,2.38556
721,1200348604650,1200350948228,1200350949154,1200350964357,2.34358,0.000926,0.015203,2.35971
722,1200381987361,1200384350031,1200384351142,1200384361826,2.36267,0.001111,0.010684,2.37446
723,1200415254506,1200417604158,1200417605214,1200417618398,2.34965,0.001056,0.013184,2.36389
724,1200448606182,1200450945354,1200450946520,1200450958816,2.33917,0.001166,0.012296,2.35263
725,1200481891548,1200484263606,1200484264699,1200484276717,2.37206,0.001093,0.012018,2.38517
726,1200515242039,1200517588118,1200517589081,1200517600302,2.34608,0.000963,0.011221,2.35826
727,1200548626491,1200551028547,1200551029862,1200551052675,2.40206,0.001315,0.022813,2.42618
728,1200581934189,1200584372298,1200584373668,1200584388593,2.43811,0.00137,0.014925,2.4544
729,1200615191798,1200617583891,1200617584984,1200617597983,2.39209,0.001093,0.012999,2.40618
730,1200649117230,1200651899446,1200651900760,1200651918648,2.78222,0.001314,0.017888,2.80142
731,1200681890261,1200684276393,1200684278282,1200684298539,2.38613,0.001889,0.020257,2.40828
732,1200715209884,1200717562888,1200717564555,1200717581461,2.353,0.001667,0.016906,2.37158
733,1200748491028,1200750827256,1200750828441,1200750845310,2.33623,0.001185,0.016869,2.35428
734,1200781854759,1200784252594,1200784254075,1200784272463,2.39784,0.001481,0.018388,2.4177
735,1200815133901,1200817494183,1200817495720,1200817510182,2.36028,0.001537,0.014462,2.37628
736,1200848512647,1200850889187,1200850890298,1200850906519,2.37654,0.001111,0.016221,2.39387
737,1200881835027,1200884195771,1200884197456,1200884213140,2.36074,0.001685,0.015684,2.37811
738,1200915156906,1200917515132,1200917516576,1200917531445,2.35823,0.001444,0.014869,2.37454
739,1200949193069,1200952771118,1200952774507,1200952877444,3.57805,0.003389,0.102937,3.68438
740,1200981851050,1200984201443,1200984203295,1200984220423,2.35039,0.001852,0.017128,2.36937
741,1201015104008,1201017470456,1201017472011,1201017489029,2.36645,0.001555,0.017018,2.38502
742,1201048490143,1201050886625,1201050887551,1201050904735,2.39648,0.000926,0.017184,2.41459
743,1201081756859,1201084115122,1201084116307,1201084130954,2.35826,0.001185,0.014647,2.3741
744,1201115104885,1201117461333,1201117462351,1201117475591,2.35645,0.001018,0.01324,2.37071
745,1201148384545,1201150752529,1201150753548,1201150767028,2.36798,0.001019,0.01348,2.38248
746,1201181800362,1201184187493,1201184188623,1201184206937,2.38713,0.00113,0.018314,2.40658
747,1201215035155,1201217402121,1201217403473,1201217417731,2.36697,0.001352,0.014258,2.38258
748,1201248413012,1201250754795,1201250755665,1201250769775,2.34178,0.00087,0.01411,2.35676
749,1201281708301,1201284068508,1201284069471,1201284082174,2.36021,0.000963,0.012703,2.37387
750,1201315067696,1201317432458,1201317433329,1201317447439,2.36476,0.000871,0.01411,2.37974
751,1201348334468,1201350679639,1201350680454,1201350694323,2.34517,0.000815,0.013869,2.35986
752,1201381712251,1201384083365,1201384084513,1201384102012,2.37111,0.001148,0.017499,2.38976
753,1201414985449,1201417402763,1201417403892,1201417416743,2.41731,0.001129,0.012851,2.43129
754,1201448373046,1201450736104,1201450737345,1201450750474,2.36306,0.001241,0.013129,2.37743
755,1201481631281,1201483979174,1201483980119,1201483992174,2.34789,0.000945,0.012055,2.36089
756,1201514983825,1201517348791,1201517349791,1201517362679,2.36497,0.001,0.012888,2.37885
757,1201548261023,1201550609934,1201550610823,1201550622692,2.34891,0.000889,0.011869,2.36167
758,1201581613215,1201583966496,1201583967404,1201583979051,2.35328,0.000908,0.011647,2.36584
759,1201614901707,1201617282450,1201617283339,1201617295079,2.38074,0.000889,0.01174,2.39337
760,1201648695239,1201651652979,1201651654794,1201651674848,2.95774,0.001815,0.020054,2.97961
761,1201681622424,1201684070514,1201684072514,1201684088864,2.44809,0.002,0.01635,2.46644
762,1201714940174,1201717338267,1201717340063,1201717354266,2.39809,0.001796,0.014203,2.41409
763,1201748207539,1201750577671,1201750578763,1201750593096,2.37013,0.001092,0.014333,2.38556
764,1201781579155,1201783977860,1201783979174,1201783994710,2.39871,0.001314,0.015536,2.41555
765,1201814842444,1201817200892,1201817202040,1201817213039,2.35845,0.001148,0.010999,2.37059
766,1201848238464,1201850621373,1201850622484,1201850635187,2.38291,0.001111,0.012703,2.39672
767,1201881560007,1201883961304,1201883963193,1201883977636,2.4013,0.001889,0.014443,2.41763
768,1201914870996,1201917244368,1201917245424,1201917257979,2.37337,0.001056,0.012555,2.38698
769,1201948857938,1201952631491,1201952634935,1201952657545,3.77355,0.003444,0.02261,3.79961
770,1201981596003,1201984019039,1201984020724,1201984040649,2.42304,0.001685,0.019925,2.44465
771,1202014830367,1202017229497,1202017230534,1202017245811,2.39913,0.001037,0.015277,2.41544
772,1202048187297,1202050540356,1202050541356,1202050553430,2.35306,0.001,0.012074,2.36613
773,1202081495027,1202083821014,1202083822069,1202083836050,2.32599,0.001055,0.013981,2.34102
774,1202114849698,1202117264660,1202117265734,1202117278566,2.41496,0.001074,0.012832,2.42887
775,1202148124300,1202150511968,1202150512968,1202150526245,2.38767,0.001,0.013277,2.40194
776,1202181512357,1202183835215,1202183836270,1202183846825,2.32286,0.001055,0.010555,2.33447
777,1202214777238,1202217152222,1202217153222,1202217166591,2.37498,0.001,0.013369,2.38935
778,1202248181239,1202250577221,1202250578332,1202250594127,2.39598,0.001111,0.015795,2.41289
779,1202281432176,1202283769162,1202283769940,1202283784235,2.33699,0.000778,0.014295,2.35206
780,1202314799216,1202317173330,1202317174274,1202317191051,2.37411,0.000944,0.016777,2.39183
781,1202348070245,1202350416379,1202350417397,1202350431285,2.34613,0.001018,0.013888,2.36104
782,1202381449932,1202383788715,1202383789474,1202383802455,2.33878,0.000759,0.012981,2.35252
783,1202414715609,1202417074761,1202417075909,1202417094333,2.35915,0.001148,0.018424,2.37872
784,1202448075761,1202450416488,1202450417358,1202450430654,2.34073,0.00087,0.013296,2.35489
785,1202481363437,1202483742290,1202483743142,1202483754290,2.37885,0.000852,0.011148,2.39085
786,1202514735329,1202517107238,1202517108183,1202517120793,2.37191,0.000945,0.01261,2.38546
787,1202547988821,1202550348010,1202550349010,1202550361249,2.35919,0.001,0.012239,2.37243
788,1202581354639,1202583726975,1202583727956,1202583740011,2.37234,0.000981,0.012055,2.38537
789,1202614630019,1202616990208,1202616991189,1202617008373,2.36019,0.000981,0.017184,2.37835
790,1202648336425,1202651472375,1202651473689,1202651494725,3.13595,0.001314,0.021036,3.1583
791,1202681358286,1202683818837,1202683820578,1202683837947,2.46055,0.001741,0.017369,2.47966
792,1202714674496,1202717065201,1202717066867,1202717081681,2.39071,0.001666,0.014814,2.40719
793,1202747946784,1202750304398,1202750305694,1202750319212,2.35761,0.001296,0.013518,2.37243
794,1202781318768,1202783654995,1202783656125,1202783670050,2.33623,0.00113,0.013925,2.35128
795,1202814603997,1202816983610,1202816984758,1202816997405,2.37961,0.001148,0.012647,2.39341
796,1202847972072,1202850351222,1202850352351,1202850365387,2.37915,0.001129,0.013036,2.39331
797,1202881322685,1202883647413,1202883648950,1202883667800,2.32473,0.001537,0.01885,2.34511
798,1202914640578,1202917053781,1202917054781,1202917067780,2.4132,0.001,0.012999,2.4272
799,1202948518414,1202952097554,1202952100276,1202952127737,3.57914,0.002722,0.027461,3.60932
800,1202981317176,1202983670976,1202983672772,1202983694363,2.3538,0.001796,0.021591,2.37719
801,1203014561648,1203016916225,1203016917522,1203016931632,2.35458,0.001297,0.01411,2.36998
802,1203047960572,1203050386904,1203050387867,1203050403255,2.42633,0.000963,0.015388,2.44268
803,1203081223988,1203083560289,1203083561066,1203083573566,2.3363,0.000777,0.0125,2.34958
804,1203114567823,1203116946158,1203116947066,1203116958769,2.37833,0.000908,0.011703,2.39095
805,1203147846052,1203150189945,1203150191279,1203150205426,2.34389,0.001334,0.014147,2.35937
806,1203181242051,1203183620145,1203183620923,1203183634293,2.37809,0.000778,0.01337,2.39224
807,1203214498448,1203216907207,1203216908374,1203216920095,2.40876,0.001167,0.011721,2.42165
808,1203247864912,1203250203750,1203250204713,1203250217601,2.33884,0.000963,0.012888,2.35269
809,1203281180639,1203283516088,1203283517051,1203283528772,2.33545,0.000963,0.011721,2.34813
810,1203314526752,1203316922289,1203316923252,1203316935307,2.39554,0.000963,0.012055,2.40855
811,1203347790926,1203350145948,1203350146781,1203350156947,2.35502,0.000833,0.010166,2.36602
812,1203381179407,1203383527411,1203383528207,1203383540373,2.348,0.000796,0.012166,2.36097
813,1203414426379,1203416762013,1203416763458,1203416774049,2.33563,0.001445,0.010591,2.34767
814,1203447823970,1203450178548,1203450179696,1203450194250,2.35458,0.001148,0.014554,2.37028
815,1203481095922,1203483474350,1203483475349,1203483486960,2.37843,0.000999,0.011611,2.39104
816,1203514461997,1203516877440,1203516878718,1203516891328,2.41544,0.001278,0.01261,2.42933
817,1203547723875,1203550072564,1203550073768,1203550085471,2.34869,0.001204,0.011703,2.3616
818,1203581089857,1203583421677,1203583422696,1203583434213,2.33182,0.001019,0.011517,2.34436
819,1203614368327,1203616718072,1203616719423,1203616729404,2.34974,0.001351,0.009981,2.36108
820,1203647792898,1203650974603,1203650976085,1203651000287,3.18171,0.001482,0.024202,3.20739
821,1203681118957,1203683569139,1203683571065,1203683586415,2.45018,0.001926,0.01535,2.46746
822,1203714443405,1203716836202,1203716837850,1203716850164,2.3928,0.001648,0.012314,2.40676
823,1203747696099,1203750111857,1203750112876,1203750123505,2.41576,0.001019,0.010629,2.42741
824,1203781080265,1203783469488,1203783470396,1203783483580,2.38922,0.000908,0.013184,2.40332
825,1203814332012,1203816821154,1203816822895,1203816834487,2.48914,0.001741,0.011592,2.50248
826,1203847658236,1203850142508,1203850143600,1203850165284,2.48427,0.001092,0.021684,2.50705
827,1203881046677,1203883605203,1203883606721,1203883625498,2.55853,0.001518,0.018777,2.57882
828,1203914316904,1203916756901,1203916757938,1203916772826,2.44,0.001037,0.014888,2.45592
829,1203948258603,1203951145328,1203951147680,1203951173382,2.88673,0.002352,0.025702,2.91478
830,1203981984539,1203984365114,1203984367299,1203984383428,2.38057,0.002185,0.016129,2.39889
831,1204014313035,1204016672853,1204016674167,1204016690759,2.35982,0.001314,0.016592,2.37772
832,1204047598465,1204049975596,1204049977059,1204049994947,2.37713,0.001463,0.017888,2.39648
833,1204080936039,1204083406553,1204083407775,1204083422940,2.47051,0.001222,0.015165,2.4869
834,1204114237819,1204116791735,1204116792883,1204116808085,2.55392,0.001148,0.015202,2.57027
835,1204147571468,1204149964376,1204149965376,1204149982116,2.39291,0.001,0.01674,2.41065
836,1204180894266,1204183274489,1204183275582,1204183292636,2.38022,0.001093,0.017054,2.39837
837,1204214193139,1204216601712,1204216602712,1204216617082,2.40857,0.001,0.01437,2.42394
838,1204247557359,1204249933028,1204249934176,1204249951749,2.37567,0.001148,0.017573,2.39439
839,1204280892786,1204283335153,1204283336227,1204283351930,2.44237,0.001074,0.015703,2.45914
840,1204314407514,1204316891916,1204316893360,1204316904711,2.4844,0.001444,0.011351,2.4972
841,1204347531566,1204349962768,1204349964008,1204349975971,2.4312,0.00124,0.011963,2.44441
842,1204380868381,1204383261030,1204383262030,1204383276270,2.39265,0.001,0.01424,2.40789
843,1204414168514,1204416583846,1204416585179,1204416599252,2.41533,0.001333,0.014073,2.43074
844,1204447508940,1204449902921,1204449904625,1204449917772,2.39398,0.001704,0.013147,2.40883
845,1204480868901,1204483256402,1204483257680,1204483269901,2.3875,0.001278,0.012221,2.401
846,1204514160090,1204516532462,1204516533740,1204516549053,2.37237,0.001278,0.015313,2.38896
847,1204547557493,1204549902867,1204549904108,1204549923033,2.34537,0.001241,0.018925,2.36554
848,1204580817202,1204583152318,1204583153355,1204583169169,2.33512,0.001037,0.015814,2.35197
849,1204614139759,1204616546759,1204616547759,1204616565591,2.407,0.001,0.017832,2.42583
850,1204647581919,1204650932908,1204650934538,1204650958055,3.35099,0.00163,0.023517,3.37614
851,1204680869830,1204683252220,1204683254109,1204683273200,2.38239,0.001889,0.019091,2.40337
852,1204714179554,1204716555685,1204716557426,1204716570592,2.37613,0.001741,0.013166,2.39104
853,1204747429727,1204749786489,1204749787711,1204749800451,2.35676,0.001222,0.01274,2.37072
854,1204780812243,1204783192818,1204783193948,1204783207873,2.38057,0.00113,0.013925,2.39563
855,1204814081671,1204816444933,1204816445896,1204816458803,2.36326,0.000963,0.012907,2.37713
856,1204847451037,1204849807448,1204849808429,1204849820984,2.35641,0.000981,0.012555,2.36995
857,1204880822847,1204883158278,1204883159777,1204883180646,2.33543,0.001499,0.020869,2.3578
858,1204914114515,1204916471240,1204916472703,1204916485517,2.35672,0.001463,0.012814,2.371
859,1204947963606,1204951478214,1204951480473,1204951502786,3.51461,0.002259,0.022313,3.53918
860,1204980796584,1204983109756,1204983111367,1204983127662,2.31317,0.001611,0.016295,2.33108
861,1205014036903,1205016396035,1205016397998,1205016413145,2.35913,0.001963,0.015147,2.37624
862,1205047436285,1205049850136,1205049851525,1205049867616,2.41385,0.001389,0.016091,2.43133
863,1205080706158,1205083044143,1205083045236,1205083059939,2.33799,0.001093,0.014703,2.35378
864,1205114063635,1205116466598,1205116467728,1205116481393,2.40296,0.00113,0.013665,2.41776
865,1205147330897,1205149689178,1205149690178,1205149705029,2.35828,0.001,0.014851,2.37413
866,1205180716466,1205183056821,1205183057933,1205183071969,2.34036,0.001112,0.014036,2.3555
867,1205213977117,1205216317287,1205216318621,1205216330324,2.34017,0.001334,0.011703,2.35321
868,1205247345094,1205249704208,1205249705374,1205249718299,2.35911,0.001166,0.012925,2.37321
869,1205280630447,1205282975136,1205282976136,1205282988987,2.34469,0.001,0.012851,2.35854
870,1205313992943,1205316351982,1205316352927,1205316363759,2.35904,0.000945,0.010832,2.37082
871,1205347264149,1205349650890,1205349651946,1205349662797,2.38674,0.001056,0.010851,2.39865
872,1205380626645,1205382995906,1205382997128,1205383008257,2.36926,0.001222,0.011129,2.38161
873,1205413905424,1205416264093,1205416265260,1205416276222,2.35867,0.001167,0.010962,2.3708
874,1205447294326,1205449685400,1205449686270,1205449698529,2.39107,0.00087,0.012259,2.4042
875,1205480565643,1205482899092,1205482899980,1205482912183,2.33345,0.000888,0.012203,2.34654
876,1205513915047,1205516283364,1205516284678,1205516295733,2.36832,0.001314,0.011055,2.38069
877,1205547213066,1205549674117,1205549674987,1205549692023,2.46105,0.00087,0.017036,2.47896
878,1205580613226,1205583029447,1205583030502,1205583044260,2.41622,0.001055,0.013758,2.43103
879,1205613860896,1205616241620,1205616242749,1205616256507,2.38072,0.001129,0.013758,2.39561
880,1205647247668,1205650354360,1205650355434,1205650376062,3.10669,0.001074,0.020628,3.12839
881,1205680592462,1205683046495,1205683048235,1205683063697,2.45403,0.00174,0.015462,2.47124
882,1205713886462,1205716249576,1205716250872,1205716264075,2.36311,0.001296,0.013203,2.37761
883,1205747176759,1205749547428,1205749548335,1205749561853,2.37067,0.000907,0.013518,2.38509
884,1205780540533,1205782932774,1205782933830,1205782946607,2.39224,0.001056,0.012777,2.40607
885,1205813811367,1205816190349,1205816191534,1205816204293,2.37898,0.001185,0.012759,2.39293
886,1205847227338,1205849622838,1205849623745,1205849634985,2.3955,0.000907,0.01124,2.40765
887,1205880516447,1205882932557,1205882934390,1205882949611,2.41611,0.001833,0.015221,2.43316
888,1205913815556,1205916205057,1205916206186,1205916225426,2.3895,0.001129,0.01924,2.40987
889,1205947497065,1205951330816,1205951333279,1205951353500,3.83375,0.002463,0.020221,3.85643
890,1205980534914,1205982939969,1205982942024,1205982958523,2.40505,0.002055,0.016499,2.42361
891,1206013764213,1206016113623,1206016114883,1206016129789,2.34941,0.00126,0.014906,2.36558
892,1206047140224,1206049492023,1206049493023,1206049506522,2.3518,0.001,0.013499,2.3663
893,1206080438166,1206082756060,1206082757208,1206082771911,2.31789,0.001148,0.014703,2.33374
894,1206113792586,1206116181234,1206116182271,1206116193326,2.38865,0.001037,0.011055,2.40074
895,1206147076474,1206149418496,1206149419366,1206149432106,2.34202,0.00087,0.01274,2.35563
896,1206180514406,1206182841948,1206182842948,1206182861687,2.32754,0.001,0.018739,2.34728
897,1206213728521,1206216118373,1206216119299,1206216130928,2.38985,0.000926,0.011629,2.40241
898,1206247128901,1206249496347,1206249497365,1206249511679,2.36745,0.001018,0.014314,2.38278
899,1206280388494,1206282765606,1206282766606,1206282781216,2.37711,0.001,0.01461,2.39272
900,1206313745599,1206316099435,1206316100564,1206316120230,2.35384,0.001129,0.019666,2.37463
901,1206347014154,1206349369546,1206349370601,1206349384156,2.35539,0.001055,0.013555,2.37
902,1206380386869,1206382772203,1206382773666,1206382786054,2.38533,0.001463,0.012388,2.39919
903,1206413656110,1206416017297,1206416018815,1206416031537,2.36119,0.001518,0.012722,2.37543
904,1206447009641,1206449374976,1206449375920,1206449387290,2.36533,0.000944,0.01137,2.37765
